longitude,latitude,id,pickup_type
-94.77293767650016,29.327492480392152,1000,Truck
-94.79652426820594,29.30682933975252,1001,Bike
-94.79468452427888,29.30753393564195,1002,Bike
-94.80622984152676,29.306615072932196,1003,Truck
-94.80319324564574,29.307076972140123,1004,Truck
-94.79850319363544,29.308164157460592,1005,Bike
-94.78134476729089,29.3123833091588,1006,Truck
-94.79578217640906,29.30090513320724,1007,Bike
-94.7932658871674,29.301064005835528,1008,Bike
-94.78891769107823,29.303192407402246,1009,Bike
-94.8337225887035,29.292139728627394,1010,Truck
-94.78196938671564,29.303024858193194,1011,Truck
-94.79567444799895,29.30696419276517,1012,Bike
-94.79338136883872,29.30760607604601,1013,Bike
-94.79216796262607,29.30762661449017,1014,Bike
-94.79104994247152,29.308214480020617,1015,Bike
-94.79448543312456,29.307084610142354,1016,Bike
-94.86417580978328,29.287709640220097,1017,Truck
-94.83901023515826,29.29108366340304,1018,Truck
-94.8334411310532,29.29042142675482,1019,Truck
-94.85524271265918,29.267539716885995,1020,Truck
-94.77345456833447,29.31011047969046,2000,Truck
-94.77255791424267,29.30692299243964,2001,Truck
-94.78149423839945,29.303174485909715,2002,Truck
-94.77228403555637,29.304348273085257,2003,Truck
-94.77061008567385,29.307855191372283,2004,Truck
-94.74937088786089,29.31903163297094,2005,Truck
-94.79125240816202,29.296987170079213,2006,Truck
-94.78989697060021,29.306879649441004,2007,Bike
-94.77687451055668,29.317084188399047,2008,Truck
-94.82198101001254,29.275166318239137,2009,Truck
-94.80708976274761,29.284031380957845,2010,Bike
-94.81271795927027,29.27510482953612,2011,Truck
-94.80141651349545,29.290079781803346,2012,Truck
-94.79021879377281,29.28713138145065,2013,Truck
-94.82321262591009,29.269059709958142,2014,Truck
-94.8254596884219,29.294467025132217,2015,Truck
-94.79228185255494,29.301496148725406,2016,Truck
-94.83971047446586,29.29032253864521,2017,Truck
-94.82860688351526,29.27008306635599,2018,Truck
-94.83086752471021,29.27466850361676,2019,Truck
-94.83104920246143,29.27588208130422,2020,Truck
-94.8319366364599,29.264478371825057,2021,Truck
-94.86949678276189,29.265467772956114,2022,Truck
-94.8585634701748,29.258026665517956,2023,Truck
-94.86778062999727,29.243452340388266,2024,Truck
-94.94920025811071,29.200509132181256,2025,Truck
-94.93739816125931,29.208524057313202,2026,Truck
-95.0468334206239,29.144976394730858,2027,Truck
-95.11776778416598,29.085700851392566,2028,Truck
-94.73484853399322,29.330690124658997,3000,Truck
-94.73960832343785,29.3320127193003,3001,Truck
-94.74227712140767,29.32605153615685,3002,Truck
-94.7449019143859,29.32322311143816,3003,Truck
-94.76572801010091,29.30764081524064,3004,Truck
-94.76679385290824,29.306890391999296,3005,Truck
-94.76795072318401,29.306065117409027,3006,Truck
-94.7692474874237,29.305082322225285,3007,Truck
-94.77754696577185,29.298333179256616,3008,Truck
-94.80825610716019,29.27677205068795,3009,Truck
-94.80526213325668,29.278482396580216,3010,Truck
-94.80236790400106,29.28038269046843,3011,Truck
-94.79867731012497,29.282876114591787,3012,Truck
-94.79493642483011,29.285061699147054,3013,Truck
-94.79283633899043,29.28645386043989,3014,Truck
-94.78918032046477,29.289013989903104,3015,Truck
-94.78557941295261,29.291804838061307,3016,Truck
-94.78168618656737,29.29478947063417,3017,Truck
-94.8124062388772,29.274253399373922,3018,Truck
-94.81618144806575,29.272072518969775,3019,Truck
-94.81987694535516,29.270206728176856,3020,Truck
-94.8262520532695,29.266291220605424,3021,Truck
-94.83155513372617,29.263467832281307,3022,Truck
-94.841316614341,29.258176650358198,3023,Truck
-94.8361248635164,29.260958542086108,3024,Truck
-94.8738468189325,29.240591429702597,3025,Truck
-94.79551215028134,29.292771721098887,3026,Truck
-94.84125378844999,29.272479469219597,3027,Truck
-94.84864400281597,29.260198462095193,3028,Truck
-94.77960042237318,29.33442883012103,3029,Truck
-94.87811761972975,29.238724999175158,3030,Truck
-94.89604294830498,29.2277225320811,3031,Truck
-94.9278228922708,29.210431153328607,3032,Truck
-94.95403603262106,29.19352527673134,3033,Truck
-94.95608616231785,29.196347559108165,3034,Truck
