Name,Latitude,Longitude,Category
Lyman Museum,19.7219974,-155.0908298,restaurant
Verna's Drive In,19.72281,-155.06388,restaurant
So Juicy Hawaii - Hilo,19.72609,-155.0868,restaurant
Lani's Island Snack Shack,19.7125535200044,-155.069515295327,restaurant
New Saigon Restaurant,19.7232557404499,-155.06210131175618,restaurant
WSW Steakhouse,19.728193,-155.066684,restaurant
Asami's Kitchen,19.720944,-155.084113,restaurant
Pe'epe'e Falls & Boiling Pots,19.713306,-155.1304287,restaurant
Yen's Cafe,19.7245502,-155.0896149,restaurant
Ohana Foods,19.683428,-155.082296,restaurant
Sky Garden Restaurant,19.701243546831176,-155.08869339586988,restaurant
What's Shakin',19.824328,-155.095225,restaurant
Akaka Falls State Park,19.8538409556301,-155.152272242078,restaurant
Tabaraka,19.7246596,-155.0902291,restaurant
Pandamonia's Paleta Palace,19.724659,-155.0685994,restaurant
Koana,19.55076,-155.107518,restaurant
Daiichi Ramen,19.697288,-155.063254,restaurant
Happy Valley Seafood Restaurant,19.710168838501,-155.07600402832,restaurant
Richardson Ocean Park,19.7347665,-155.0133199,beach
Onekahakaha Beach Park,19.738193,-155.039601,restaurant
Zippy's Hilo,19.69719,-155.06342,restaurant
808 Sweet Shack,19.7061614,-155.0682212,restaurant
Kandi's Drive Inn,19.6847426,-155.0693995,restaurant
Manono Mini Mart,19.7160148620605,-155.070449829102,restaurant
Nector Cafe,19.724783,-155.086181,restaurant
Kum Yo's Okazuya,19.7060317993164,-155.065475463867,restaurant
1 Plus 1 Cafe,19.701475,-155.063192,restaurant
Hale Hookah,19.7262907,-155.0876187,restaurant
"Cupcakes, BOOM!",19.712741911747035,-155.06994744746007,restaurant
Papajacs,19.72609,-155.0868,restaurant
Maui Tacos,19.697899,-155.063268,restaurant
Poi Balls Hawaii,19.713710236503204,-155.06991392220704,restaurant
Spoonful Cafe,19.6211111,-155.0416667,restaurant
Dimple Cheek Cafe & Local Market,19.5691299680627,-155.081895031035,restaurant
Countryside Cafe,19.621841761624392,-155.0409898,restaurant
Amigos Taqueria,19.72374,-155.08686,restaurant
Kaleo's Bar and Grill,19.49422,-154.94452,restaurant
Blane's Drive Inn,19.701668441222488,-155.0651911037979,restaurant
Litchon Food Truck,19.7234858629142,-155.084899775684,restaurant
Sum Leung Chinese Kitchen,19.69359437966657,-155.06675369101822,restaurant
Kula Bowls,19.72358,-155.08504,restaurant
Leung's Chop Suey House,19.70695,-155.06453,restaurant
Poly Feng Yuan,19.6838502201273,-155.06991188237015,restaurant
Mister D's Grillwagon,19.7230146156158,-155.085106031413,restaurant
Indo Grindz,19.68857914146088,-155.08636595390172,restaurant
Genki Sushi,19.6990954476535,-155.064209660761,restaurant
Pho 19,19.71703,-155.08419,restaurant
Liquid Life,19.712759,-155.069726,restaurant
Kitchen Umeko,19.70705,-155.07554,restaurant
Seoul Station,19.71695,-155.065511,restaurant
Saucy Mama's,19.55094801086273,-155.10754365473986,restaurant
Lemongrass Restaurant,19.62219722357633,-155.04081590294282,restaurant
Arirang Korean Kitchen,19.706894212925533,-155.06662253290415,restaurant
Lee's Chop Suey,19.70605,-155.07642,restaurant
Taco Bell,19.694708,-155.067093,restaurant
Jamba,19.698614184185107,-155.06164836157163,restaurant
Thai Smile,19.7178401947021,-155.087936401367,restaurant
Banyan Drive,19.727928,-155.066349,restaurant
Pete's Belly Bustazs,19.71708,-155.09819,restaurant
Alii Ice Company,19.724964,-155.068261,restaurant
Hilo Coffee Mill,19.564602,-155.088204,restaurant
Hot Dog On a Stick,19.697136,-155.063431,restaurant
Onizuka Center,19.644528,-155.21553,restaurant
Starbucks,19.71949403,-155.08255414,restaurant
Mt View Bakery,19.55118,-155.10714,restaurant
Pacific Tsunami Museum,19.72592,-155.0867,restaurant
Pele's Kitchen,19.4939485181951,-154.945757860919,restaurant
Kalbi Express,19.701575,-155.062816,restaurant
Pahoa Fresh Fish,19.5049859270427,-154.957336932421,restaurant
Ocean Front Kitchen,19.726839,-155.056191,restaurant
Tea Time Hawaii,19.70617,-155.0682516,restaurant
Mr Ed's Bakery,19.8693367,-155.1130501,restaurant
Joann's Lounge,19.7216396,-155.0647125,restaurant
Mokupapapa Discovery Center,19.7267074,-155.0870115,restaurant
Tin Shack Bakery,19.4942503,-154.9437281,restaurant
Hawaiian Shrimp Company,19.7016496478494,-155.062866772055,restaurant
Perfect Harmony,19.7235453,-155.0865014,restaurant
Panda Express,19.6987018585205,-155.060897827148,restaurant
Hilo Municipal Golf Course,19.67669,-155.074466,restaurant
Ning's Thai Cuisine,19.494080996651,-154.94505,restaurant
Waioli Lounge,19.7280488328395,-155.066871643066,restaurant
Floral Mart Hawaii,19.7171591,-155.0842695,restaurant
Napoleon's Bakery Hilo,19.6971899,-155.0634102,restaurant
Kula Shave Ice,19.72358,-155.08504,restaurant
Ling's Chop Suey House,19.691656,-155.067106,restaurant
Sunlight Cafe,19.710168838501,-155.07600402832,restaurant
Pizza Ala Slice,19.696983,-155.064099,restaurant
The Hot Dog Guy,19.71732,-155.06502,restaurant
Onomea Country Market & Cafe,19.83072044528586,-155.0971922,restaurant
Cheng's Chop Suey House,19.71724667,-155.08275167,restaurant
Surf Break Cafe,19.87037910916393,-155.11409593818942,restaurant
Baskin-Robbins,19.690083,-155.066279,restaurant
Bite The Eye,19.542447687269437,-154.97362078417123,restaurant
Mr Cow,19.70124,-155.0636,restaurant
Little Caesars Pizza,19.7116903442747,-155.076371600846,restaurant
Fairway Grill,19.674220981513404,-155.07684572036214,restaurant
Starbucks,19.69871437,-155.06164099,restaurant
Hilo Yacht Club,19.736476832529,-155.03362345317,restaurant
Hale Inu Sports Bar,19.71454632947158,-155.0739652819722,restaurant
Coco Cantina - Hilo,19.7215621,-155.0856272,restaurant
McDonald's,19.6912097,-155.0663614,restaurant
Kurtistown Cafe,19.592985,-155.057269,restaurant
Wailuku River State Park,19.717954,-155.110627,restaurant
Margarita Village,19.7272605895996,-155.054061889648,restaurant
Luquin’s Mexican Restaurant,19.50447831040302,-154.95423068132354,restaurant
Sunlight Express,19.6975398977595,-155.063247547861,restaurant
Nicoco,19.4973010278322,-154.950767484656,restaurant
Shaka Tea,19.72541,-155.0878357,restaurant
Hilo Sharks Coffee,19.8694222682398,-155.11332783848,restaurant
Big Island Fusion,19.7170240190292,-155.064796475353,restaurant
Taco Aina,19.620281219482425,-155.036376953125,restaurant
Panchos Tacos,19.4937404,-154.9454773,restaurant
KFC,19.6989895023496,-155.061619107581,restaurant
The Coffee Bean & Tea Leaf,19.622392019566792,-155.03971583818293,restaurant
Wailoa River State Recreation Area,19.71642,-155.06849,restaurant
Jack in the Box,19.6925742934388,-155.066442489624,restaurant
Peggy's Lounge,19.7162082,-155.0673769,restaurant
New China Restaurant,19.7188549041748,-155.081802368164,restaurant
Nani Mau Garden & Restaurant,19.67136,-155.055211,restaurant
Ha'ena Beach - aka Shipman Beach,19.64341610784341,-154.9829220912098,beach
Big Island Mexican Foods,19.6377314688564,-155.04428467515,restaurant
Kamehameha The Great Statue,19.7218048,-155.0783263,restaurant
Coco Cantina,19.50244608797325,-154.9555071435256,restaurant
Frankie's Pizza,19.5514279314318,-155.10686673224,restaurant
Lemongrass Express Hilo,19.70170440237363,-155.06315528970666,restaurant
A&J’s Kitchen,19.4947564006393,-154.948386658838,restaurant
Sushi Hawaii Rolls & Bowls,19.502543274708785,-154.956325,restaurant
Hawaii Plantation Museum,19.783476189293,-155.09320834425,restaurant
EpicLava,19.5357609301519,-155.048602914497,restaurant
Liko Lehua Cafe,19.713337593008795,-155.106330397104,restaurant
Affordable Catering & Okazuya,19.70673,-155.06677,restaurant
Pizza Hut,19.7207197833684,-155.084008500007,restaurant
Kilauea Coffee,19.72203,-155.0851752,restaurant
Rainbow Falls Connection,19.71929881837496,-155.10942137213115,restaurant
Onomea Bay,19.80932589795322,-155.0937117664551,restaurant
Circ Du Latte,19.7233504,-155.0861603,restaurant
Pizza Hut,19.62192038161493,-155.04074117055202,restaurant
Paradise Coffee Roasters,19.72374,-155.08686,restaurant
Anuenue's Kitchen,19.7002107640964,-155.08107433746,restaurant
Aunty Yong's Place,19.71745,-155.08483,restaurant
Duck Fat Food Truck,19.67305280935429,-155.2227874111058,restaurant
Manas Aloha Farm,19.8491816458642,-155.145892711642,restaurant
Lincoln Park,19.72130134641077,-155.086395412648,restaurant
Kaleo's Bar and Grill,19.56023,-154.99301,restaurant
Hawaii BBQ Deli,19.697428,-155.06336,restaurant
Bananarama Bakery,19.4940349,-154.9457505,restaurant
Honoli'i Beach Park,19.7551816,-155.0910392,beach
Subway,19.7216580059159,-155.0855018782,restaurant
Boogie Woogie Pizza,19.4939888827912,-154.945601427,restaurant
Minit Stop,19.69591966896939,-155.06643727319252,restaurant
The Naha Stone,19.7243654547628,-155.090758188028,restaurant
L&L Hawaiian Barbecue,19.701433,-155.062777,restaurant
McDonald's,19.72321883584609,-155.0874119,restaurant
I Want Ice Cream,19.50504,-154.95806,restaurant
Cinnabon,19.69775,-155.063918,restaurant
L&L Hawaiian Barbecue,19.72175,-155.08718,restaurant
Whatta Waffle,19.7006939,-155.0606425,restaurant
Subway,19.6901623,-155.0661941,restaurant
La Jefa Island Tacos,19.560973,-154.993569,restaurant
Liliuokalani Park and Gardens,19.72579608391994,-155.06944958120584,restaurant
Haneul Cafe,19.71689969155004,-155.0654354418043,restaurant
Domino’s Pizza,19.701358,-155.063457,restaurant
Yum Yum Teriyaki,19.6970909352346,-155.064054890282,restaurant
75 Degrees cafe,19.71033,-155.07558,restaurant
Orchidland General Store,19.5524427,-155.0048389,restaurant
Alibi Tavern,19.621731,-155.039108,restaurant
Grand Naniloa Resort Golf Club,19.722764,-155.064651,restaurant
Sirius Coffee,19.4945336,-154.9483733,restaurant
Thep Thai Cuisine,19.502533,-154.95613,restaurant
Black Rock Cafe,19.49493,-154.948651,restaurant
Machado Acres Park,19.67579398724363,-155.08726704088022,restaurant
Bayfront Park,19.7229184018805,-155.074596405029,restaurant
E Komo Mai Diner Bar & Grill,19.72215,-155.06709,restaurant
McDonald's,19.6220488202064,-155.039260983467,restaurant
808 LOCAL FLAVAH,19.7236213,-155.0849898,restaurant
Keaau Filipino Food Store,19.62111,-155.03993,restaurant
Muliwai Trail To Waimanu Valley,19.7039588,-155.0724084,restaurant
Maona Food Truck,19.71664,-155.08526,restaurant
New Star Bakery,19.69877,-155.06602,restaurant
Texas Island BBQ,19.6054621,-154.9609532,restaurant
Hawaii Science and Technology Museum,19.726029114942275,-155.0882231,restaurant
Burger King,19.698912,-155.0606727,restaurant
Laniakea Cafe,19.714766049975367,-155.03948068220885,restaurant
Subway,19.622353,-155.039635,restaurant
Dairy Queen/Orange Julius Treat Ctr,19.697399,-155.063358,restaurant
Pana'ewa Park,19.69217,-155.061891,restaurant
Leleiwi Beach Park,19.7343519247687,-155.015454283012,restaurant
Baumkuchen Farm,19.79175,-155.12638,restaurant
Pizza Hut,19.68438,-155.069717,restaurant
Hula Lounge Lobby Bar,19.72962,-155.06499,restaurant
Wai'ale Falls,19.71860389992004,-155.1424145122506,restaurant
Zan's Grindz,19.7060705,-155.0692177,restaurant
Mighty Sushi,19.508546,-154.958946,restaurant
Soontaree's Deli,19.7174129486084,-155.076705932617,restaurant
Banzos,19.5028467,-154.9556714,restaurant
Burger King,19.71821,-155.08111,restaurant
Colombian Snacks,19.69393,-155.08128,restaurant
Hilo Ice Shave,19.715723074073622,-155.07056635522275,restaurant
Salti Gear Lemonade,19.71924,-155.08186,restaurant
Pu’u ‘Ō’ō Trail,19.71626,-155.10332,restaurant
@islandwoodfired,19.71924,-155.08186,restaurant
Kalakaua Park,19.7250422173369,-155.088025748945,restaurant
No. 1 Chinese Barbeque,19.50504,-154.95806,restaurant
Hawaiian Airlines Premier Club,19.7152155444586,-155.039928525399,restaurant
Triple Pine Pizza,19.7178401947021,-155.087936401367,restaurant
Lava Shack,19.4939796182027,-154.945870824158,restaurant
Reeds Bay Beach Park,19.7251907587488,-155.060713291168,restaurant
Kohala Coffee,19.502954390608,-154.95697154381816,restaurant
CoMechee Iceshave,19.724547957758176,-155.06089002330802,restaurant
Starbucks,19.70063771,-155.06088907,restaurant
Hawaiian Style Pizza,19.712087,-155.076354,restaurant
Panda Express,19.72018,-155.08343,restaurant
Big Island Coffee Roasters,19.5474155146485,-155.086372457672,restaurant
Ricos Tacos,19.67305280935429,-155.2227874111058,restaurant
The Honey Hut,19.86954583430312,-155.1124031536816,restaurant
Singing Bridge,19.7282807795582,-155.08743926265,restaurant
Lava Thai Food,19.615565780776446,-155.03719116624282,restaurant
Tilt Prince Kuhio,19.696929,-155.063968,restaurant
Pudgee Panda,19.502531160534264,-154.95633036696162,restaurant
L&L Hawaiian Barbecue,19.502986577418937,-154.9566039047051,restaurant
Da Beans Green,19.52819,-155.13381,restaurant
University Heights Park,19.70554029675515,-155.06671604371545,restaurant
McDonald's,19.69997,-155.06195,restaurant
Center Plate,19.714613,-155.039638,restaurant
Kalo Bombs Hawaii,19.49462,-154.94828,restaurant
Hilo Breakwater,19.7327764094219,-155.051446929574,restaurant
Mo’oheau Park,19.7239427292272,-155.08423325082,restaurant
Smokin Okies BBQ,19.55585,-154.89306,restaurant
Kealoha Beach Park,19.7351520340121,-155.033601628064,restaurant
Naniloa Golf Course Driving Range,19.722771,-155.064653,restaurant
Club Rose,19.72036,-155.06459,restaurant
Herbert C. Shipman Park,19.622094296274,-155.042753219604,restaurant
Greenwell Farms,19.510834421479508,-155.9208118160858,restaurant
Aloha Adventures,19.76511007218574,-155.1183804,restaurant
Kaiwiki park,19.754199,-155.13992,restaurant
Starbucks,19.70092681,-155.0602293,restaurant
Taco Bell,19.720742,-155.083997,restaurant
Keaukaha Beach Park,19.7326225304863,-155.044897415344,beach
Hilo Grinds,19.69050904942358,-155.07050867318796,restaurant
"Paradise Meadows, South Point Road",19.049458,-155.662554,restaurant
Amigos Cantina,19.7237878,-155.0867954,restaurant
Huaka'i Guide Services,19.7241106,-155.0868193,restaurant
The Pahoa Village Museum,19.49416,-154.94566,restaurant
Pinky's Beach,19.78131,-155.09056,beach
Pahoa Lava Zone Museum,19.49416,-154.9449,restaurant
Domino's Pizza,19.50254,-154.95626,restaurant
Cajun Hideaway,19.4936282,-154.9459974,restaurant
Subway,19.5050871772856,-154.957179086623,restaurant
Coffee Cove,19.727253987840395,-155.05400101453534,restaurant
Pizza Hut,19.71194,-155.0668,restaurant
Cupcakes by Coley,19.5045274388715,-154.953410955654,restaurant
The Big Island Bakehouse,19.6213528,-155.039013,restaurant
Kupahua Adventures,19.53879,-154.91085,restaurant
Akamai Adventure Tours & Travel,19.42714,-155.23456,restaurant
Hawaii island bonsai,19.493753626482,-155.067608048922,restaurant
Hawaiian Paradise Park,19.6230773657877,-155.040573496513,restaurant
Hawaii Forest & Trail,19.6914326,-156.0188924,restaurant
Burger King,19.504168341273,-154.955040961503,restaurant
Pohoiki,19.49534034729,-154.949111938477,beach
Bongo Bens,19.49535,-154.94912,restaurant
Pizza Hut,19.502885154764204,-154.95651433865743,restaurant
McDonald's,19.50287415447641,-154.95565337312456,restaurant
Plates Of Aloha,20.0215814,-155.6694085,restaurant
Big Island Tea,19.50464,-155.17742,restaurant
Under The Bodhi Tree,19.50285680011814,-154.9556714,restaurant
Big Island Birria Boss,19.71732,-155.06502,restaurant
L&L Hawaiian Barbecue,19.622269404796207,-155.0407772914131,restaurant
La Hiki Ola Kava Bar,19.4937887697271,-154.945199012014,restaurant
Ahualani Park,19.6777939,-155.0967874,restaurant
Hele-On Mo'oheau Bus Terminal,19.7240487,-155.0846213,bus_station
Hilo Waianuenue Avenue @ Hilo High School,19.721083,-155.095889,transit_station
Ponahawai Street @ Kapiolani and Kinoole St,19.7190469,-155.0883482,transit_station
Ponahawai Street @ (across) Ka Waena Lapa'au Medical Center,19.7135914,-155.0962677,transit_station
Hilo Library,19.724278,-155.090722,transit_station
Central Fire Station,19.7205063,-155.0863425,transit_station
Hilo Post Office,19.725472,-155.088833,transit_station
Kekaulike Street near Shipman St,19.726167,-155.08875,transit_station
Wainaku Street @ Ohai Street Wainaku Store,19.727555,-155.091007,transit_station
Wainaku Clem Akina Park,19.728949,-155.091645,transit_station
Wailoa St @ farside of Ululani St (Office on Aging),19.71316699999999,-155.083306,transit_station
Bayfront Park and Ride (Kamehameha Ave @ Pauahi St),19.722861,-155.081944,transit_station
Mokupane Point @ Puueo Street and Kanoa Street,19.730417,-155.089833,transit_station
Mohouli Street @ Kumukoa Street,19.706833,-155.089361,transit_station
Mohouli Street @ Kapiolani Street,19.710139,-155.083583,transit_station
Kalanianaole Ave @ Pond's Restaurant before Banyan Way,19.724,-155.061466,transit_station
Hilo Civic Auditorium,19.7181006,-155.0698968,transit_station
Kalanianaole Ave @ Kumau St - Oceanfront Kitchen,19.7267,-155.056141,transit_station
Kalanianaole Ave @ Silva St/Keaukaha Market,19.727472,-155.054089,transit_station
Hilo Lagoon,19.718139,-155.077722,transit_station
Aupuni Street @ Pauahi Street (Aupuni Center County Building),19.719167,-155.078861,transit_station
Ito,19.7137378,-155.0396159,parking
Public Parking,19.7137826,-155.0396376,premise
Cell Phone Lot,19.714832,-155.0431559,premise
Kalanianaole Ave @ Seaside Resturant,19.73302,-155.028359,transit_station
Kalanianaole Ave @ Carlsmith Beach Park,19.73288,-155.027377,transit_station
Kalanianaole Ave @ Onekahakaha Road - Onekahakaha Beach Park,19.734919,-155.039096,transit_station
Hilo Airport Road @ Hilo International Airport,19.71452799999999,-155.039948,transit_station
Kalanianaole Ave @ Pua Ave - UHH Pacific Aquaculture Center,19.730881,-155.047191,transit_station
End of Kalanianaole Ave @ King's Landing/Richardson's Beach Park,19.73484599999999,-155.0129149,transit_station
Kings Landing,19.73531,-155.011641,transit_station
Hilo Mokuea St @ Akahana St / Hilo Post Office,19.7156836,-155.0501431,transit_station
Hilo Mokuea St @ Across Hilo Post Office,19.715585,-155.0503384,transit_station
Hale ‘Ikena,19.700655,-155.0823823,parking
UH Hilo Lanikaula Street Parking Lot,19.7025639,-155.0844683,parking
Parking Lot Green Zone,19.70186,-155.0818956,parking
Zone 2,19.7003315,-155.079601,parking
Kamana Street @ Ka Nani O Hilo Senior Center,19.70874999999999,-155.079611,transit_station
Kilauea Avenue @ Across Kohala Street (Across from Hilo Shopping Center),19.7098397,-155.0763008,transit_station
Hilo Shopping Center,19.7099218,-155.0761856,transit_station
Inside Kupuna Place Heights Housing @ Phase 1,19.703861,-155.094583,transit_station
Hilo Brewing,19.7059083,-155.0690037,transit_station
Prince Kuhio Plaza - P-2,19.6986224,-155.0622851,parking
Prince Kuhio Plaza - P-3,19.69739,-155.0608152,parking
Prince Kuhio Plaza - P-7,19.69838,-155.0643477,parking
Prince Kuhio Plaza - P-4,19.696087,-155.0625265,parking
Prince Kuhio Plaza - P-6,19.6962133,-155.0645327,parking
Target at Safeway,19.699389,-155.0605,transit_station
E Kawili Street,19.705778,-155.065056,transit_station
Automotive Supply Center,19.7059043,-155.0650807,transit_station
KS Bus Stop,19.6979901,-155.0609906,transit_station
Ohu Ohu Street @ Prince Kuhio Plaza (Macy's Men's Children & Home),19.6976782,-155.0615,transit_station
Kaumana Drive @ across Chong Street,19.694417,-155.120833,transit_station
Kaumana Drive Chong St,19.69463,-155.1215852,transit_station
Kaumana Drive @ Hilo Door of Faith Church/Malama Place,19.700083,-155.114333,transit_station
Kaumana Drive @ Poki Place/Kaumana Terrace,19.7027294,-155.113461,transit_station
Hilo Ainako Avenue @ Kaumana Drive,19.709,-155.110083,transit_station
Kaumana Drive @ Ainako Avenue (farside),19.709111,-155.109667,transit_station
Kaumana Drive Ainako Street,19.7093224,-155.1097537,transit_station
Hilo Ainako Avenue @ Lahi Street,19.71166699999999,-155.127778,transit_station
Hilo Waianuenue Ave @ Kaiser Permanente,19.717306,-155.115167,transit_station
Hilo Waianuenue Ave @ Hilo Medical Center,19.717583,-155.112833,transit_station
Haihai Street @ before Laula Street - Hilo Municipal Golf Course,19.6739846,-155.0766288,transit_station
Kilauea Ave @ Palai St,19.679778,-155.067167,transit_station
Kinoole Street @ W Kahaopea Street - Kino'ole Plaza/Sr Housing,19.689472,-155.069528,transit_station
Kilauea Ave @ East Kahaopea St,19.689944,-155.068,transit_station
Kahaopea Street,19.68938899999999,-155.066028,transit_station
W. Kawailani St @ Iwalani Street - Hilo Life Care Center,19.6827859,-155.0947476,transit_station
Kaumana City Nolemana St,19.683194,-155.178,transit_station
Kaumana City Pakelekia Street at Nolemana St,19.68592259999999,-155.1791274,transit_station
Gentry Subdivision Wilder Rd,19.6814903,-155.1419304,transit_station
Kaumana Drive Wilder St,19.685528,-155.141639,transit_station
Gentry Subdivision South Wilder Road @ Ioana Street,19.6764786,-155.141381,transit_station
Haihai Street @ Kupulau Road,19.672056,-155.105694,transit_station
High Fire Hawaii Gallery & Studio,19.7217624,-155.0848841,art_gallery
Bryan Booth Fine Furniture Antiques & Restoration,19.7209953,-155.0843062,furniture_store
Hawaii Arts & Crafts,19.7297111,-155.0900232,art_gallery
The Exhibit Gallery Of Art And Events/ Hilo Town Tavern,19.72489089999999,-155.087163,art_gallery
ONE GALLERY,19.72532709999999,-155.0862412,art_gallery
Banyan Gallery,19.7282558,-155.0666259,art_gallery
Tanglewood Gallery,19.6362315,-155.0532253,art_gallery
Shewmaker Sculpture,19.7215621,-155.0856272,art_gallery
